inst	nstr	length	t	MHT	GREEDY	BRKGA
67	200	800	0.80	12	0	4
68	200	800	0.80	9	1	4
69	200	800	0.80	14	0	3
70	200	800	0.80	10	1	4
71	200	800	0.80	10	0	4
72	200	800	0.80	10	0	3
73	200	800	0.80	10	0	3
74	200	800	0.80	11	0	3
75	200	800	0.80	11	1	3
76	200	800	0.80	11	0	3
77	200	800	0.80	12	0	4
78	200	800	0.80	12	1	3
79	200	800	0.80	12	0	3
80	200	800	0.80	10	1	3
81	200	800	0.80	11	0	4
82	200	800	0.80	13	0	3
83	200	800	0.80	10	0	3
84	200	800	0.80	9	1	4
85	200	800	0.80	9	0	4
86	200	800	0.80	11	0	5
87	200	800	0.80	11	0	4
88	200	800	0.80	10	0	3
89	200	800	0.80	14	0	3
90	200	800	0.80	8	0	3
91	200	800	0.80	9	0	4
92	200	800	0.80	11	1	3
93	200	800	0.80	9	1	3
94	200	800	0.80	10	0	3
95	200	800	0.80	10	0	3
96	200	800	0.80	8	1	3
97	200	800	0.80	10	0	3
98	200	800	0.80	11	1	3
99	200	800	0.80	12	0	3
100	200	800	0.80	10	0	3
1	100	300	0.85	5	0	6
2	100	300	0.85	4	0	6
3	100	300	0.85	6	0	7
4	100	300	0.85	4	0	5
5	100	300	0.85	6	0	6
6	100	300	0.85	4	0	7
7	100	300	0.85	4	0	7
8	100	300	0.85	3	0	7
9	100	300	0.85	5	0	9
10	100	300	0.85	7	0	6
11	100	300	0.85	3	0	8
12	100	300	0.85	5	0	7
13	100	300	0.85	4	0	7
14	100	300	0.85	3	0	7
15	100	300	0.85	9	0	9
16	100	300	0.85	5	0	6
17	100	300	0.85	7	0	7
18	100	300	0.85	5	0	7
19	100	300	0.85	4	0	7
20	100	300	0.85	7	0	6
21	100	300	0.85	7	0	6
22	100	300	0.85	3	0	8
23	100	300	0.85	3	0	6
24	100	300	0.85	6	0	6
25	100	300	0.85	7	0	7
26	100	300	0.85	4	0	6
27	100	300	0.85	7	0	7
28	100	300	0.85	6	0	6
29	100	300	0.85	4	0	5
30	100	300	0.85	6	0	6
31	100	300	0.85	5	0	8
32	100	300	0.85	4	0	6
33	100	300	0.85	5	0	9
34	100	300	0.85	6	0	8
35	100	300	0.85	4	0	6
36	100	300	0.85	5	0	8
37	100	300	0.85	7	0	6
38	100	300	0.85	4	0	7
39	100	300	0.85	3	0	7
40	100	300	0.85	6	0	6
41	100	300	0.85	7	0	8
42	100	300	0.85	5	0	7
43	100	300	0.85	6	0	7
44	100	300	0.85	4	0	8
45	100	300	0.85	6	0	5
46	100	300	0.85	5	0	7
47	100	300	0.85	5	0	6
48	100	300	0.85	5	0	6
49	100	300	0.85	4	0	6
50	100	300	0.85	8	0	8
51	100	300	0.85	3	0	6
52	100	300	0.85	5	0	6
53	100	300	0.85	5	0	8
54	100	300	0.85	4	0	8
55	100	300	0.85	6	0	7
56	100	300	0.85	6	0	7
57	100	300	0.85	5	0	7
58	100	300	0.85	6	0	5
59	100	300	0.85	4	0	8
60	100	300	0.85	5	0	7
61	100	300	0.85	5	0	8
62	100	300	0.85	4	0	7
63	100	300	0.85	5	0	7
64	100	300	0.85	6	0	8
65	100	300	0.85	8	0	8
66	100	300	0.85	5	0	6
67	100	300	0.85	3	0	5
68	100	300	0.85	3	0	7
69	100	300	0.85	4	0	7
70	100	300	0.85	3	0	8
71	100	300	0.85	6	0	7
72	100	300	0.85	5	0	6
73	100	300	0.85	6	0	8
74	100	300	0.85	5	0	7
75	100	300	0.85	5	0	8
76	100	300	0.85	5	0	7
77	100	300	0.85	5	0	7
78	100	300	0.85	7	0	6
79	100	300	0.85	4	0	6
80	100	300	0.85	4	0	6
81	100	300	0.85	5	0	7
82	100	300	0.85	5	0	6
83	100	300	0.85	4	0	6
84	100	300	0.85	4	0	7
85	100	300	0.85	5	0	7
86	100	300	0.85	7	0	8
87	100	300	0.85	5	0	9
88	100	300	0.85	6	0	7
89	100	300	0.85	3	0	7
90	100	300	0.85	3	0	6
91	100	300	0.85	3	0	6
92	100	300	0.85	6	0	7
93	100	300	0.85	6	0	8
94	100	300	0.85	4	0	6
95	100	300	0.85	5	0	8
96	100	300	0.85	3	0	7
97	100	300	0.85	6	0	7
98	100	300	0.85	6	0	8
99	100	300	0.85	4	0	8
100	100	300	0.85	5	0	7
1	100	600	0.85	1	0	0
2	100	600	0.85	0	0	1
3	100	600	0.85	0	0	0
4	100	600	0.85	1	0	1
5	100	600	0.85	0	0	0
6	100	600	0.85	0	0	0
7	100	600	0.85	1	0	0
8	100	600	0.85	0	0	0
9	100	600	0.85	0	0	0
10	100	600	0.85	0	0	0
11	100	600	0.85	0	0	0
12	100	600	0.85	0	0	1
13	100	600	0.85	0	0	0
14	100	600	0.85	0	0	0
15	100	600	0.85	0	0	0
16	100	600	0.85	0	0	1
17	100	600	0.85	0	0	0
18	100	600	0.85	2	0	0
19	100	600	0.85	0	0	0
20	100	600	0.85	0	0	1
21	100	600	0.85	0	0	0
22	100	600	0.85	0	0	0
23	100	600	0.85	1	0	1
24	100	600	0.85	0	0	0
25	100	600	0.85	0	0	1
26	100	600	0.85	0	0	0
27	100	600	0.85	0	0	0
28	100	600	0.85	0	0	0
29	100	600	0.85	0	0	1
30	100	600	0.85	0	0	0
31	100	600	0.85	0	0	0
32	100	600	0.85	1	0	1
33	100	600	0.85	1	0	1
34	100	600	0.85	0	0	1
35	100	600	0.85	0	0	0
36	100	600	0.85	0	0	0
37	100	600	0.85	0	0	0
38	100	600	0.85	1	0	0
39	100	600	0.85	0	0	1
40	100	600	0.85	0	0	1
41	100	600	0.85	0	0	1
42	100	600	0.85	0	0	0
43	100	600	0.85	0	0	0
44	100	600	0.85	0	0	0
45	100	600	0.85	0	0	0
46	100	600	0.85	0	0	0
47	100	600	0.85	2	0	1
48	100	600	0.85	0	0	0
49	100	600	0.85	0	0	0
50	100	600	0.85	0	0	0
51	100	600	0.85	0	0	0
52	100	600	0.85	0	0	1
53	100	600	0.85	0	0	0
54	100	600	0.85	0	0	1
55	100	600	0.85	1	0	0
56	100	600	0.85	0	0	1
57	100	600	0.85	0	0	0
58	100	600	0.85	0	0	0
59	100	600	0.85	1	0	0
60	100	600	0.85	0	0	0
61	100	600	0.85	0	0	0
62	100	600	0.85	1	0	0
63	100	600	0.85	1	0	0
64	100	600	0.85	0	0	0
65	100	600	0.85	0	0	0
66	100	600	0.85	0	0	0
67	100	600	0.85	1	0	1
68	100	600	0.85	1	0	0
69	100	600	0.85	1	0	0
70	100	600	0.85	0	0	1
71	100	600	0.85	0	0	0
72	100	600	0.85	1	0	0
73	100	600	0.85	0	0	1
74	100	600	0.85	1	0	0
75	100	600	0.85	0	0	0
76	100	600	0.85	0	0	0
77	100	600	0.85	0	0	1
78	100	600	0.85	0	0	0
79	100	600	0.85	0	0	0
80	100	600	0.85	0	0	0
81	100	600	0.85	0	0	1
82	100	600	0.85	1	0	0
83	100	600	0.85	0	0	0
84	100	600	0.85	1	0	0
85	100	600	0.85	0	0	1
86	100	600	0.85	1	0	0
87	100	600	0.85	0	0	0
88	100	600	0.85	1	0	1
89	100	600	0.85	0	0	0
90	100	600	0.85	0	0	0
91	100	600	0.85	1	0	1
92	100	600	0.85	0	0	1
93	100	600	0.85	0	0	0
94	100	600	0.85	0	0	1
95	100	600	0.85	1	0	1
96	100	600	0.85	0	0	0
97	100	600	0.85	0	0	1
98	100	600	0.85	0	0	0
99	100	600	0.85	0	0	0
100	100	600	0.85	0	0	1
1	100	800	0.85	0		0
2	100	800	0.85	0	0	0
3	100	800	0.85	0	0	0
4	100	800	0.85	0	0	0
5	100	800	0.85	0	0	0
6	100	800	0.85	0	0	0
7	100	800	0.85	0	0	0
8	100	800	0.85	0	0	0
9	100	800	0.85	0	0	0
10	100	800	0.85	0	0	0
11	100	800	0.85	0	0	0
12	100	800	0.85	0	0	0
13	100	800	0.85	0	0	0
14	100	800	0.85	0	0	0
15	100	800	0.85	0	0	0
16	100	800	0.85	0	0	0
17	100	800	0.85	0	0	0
18	100	800	0.85	0	0	0
19	100	800	0.85	0	0	0
20	100	800	0.85	0	0	0
21	100	800	0.85	0	0	0
22	100	800	0.85	0	0	0
23	100	800	0.85	0	0	0
24	100	800	0.85	0	0	0
25	100	800	0.85	0	0	0
26	100	800	0.85	0	0	0
27	100	800	0.85	0	0	0
28	100	800	0.85	0	0	0
29	100	800	0.85	0	0	0
30	100	800	0.85	0	0	0
31	100	800	0.85	0	0	0
32	100	800	0.85	0	0	0
33	100	800	0.85	0	0	0
34	100	800	0.85	0	0	0
35	100	800	0.85	0	0	0
36	100	800	0.85	0	0	0
37	100	800	0.85	0	0	0
38	100	800	0.85	0	0	0
39	100	800	0.85	0	0	0
40	100	800	0.85	0	0	0
41	100	800	0.85	0	0	0
42	100	800	0.85	0	0	0
43	100	800	0.85	0	0	0
44	100	800	0.85	0	0	0
45	100	800	0.85	0	0	0
46	100	800	0.85	0	0	0
47	100	800	0.85	0	0	0
48	100	800	0.85	0	0	0
49	100	800	0.85	0	0	0
50	100	800	0.85	0	0	0
51	100	800	0.85	0	0	0
52	100	800	0.85	0	0	0
53	100	800	0.85	0	0	0
54	100	800	0.85	0	0	0
55	100	800	0.85	0	0	0
56	100	800	0.85	0	0	0
57	100	800	0.85	0	0	0
58	100	800	0.85	0	0	0
59	100	800	0.85	0	0	0
60	100	800	0.85	0	0	0
61	100	800	0.85	0	0	0
62	100	800	0.85	0	0	0
63	100	800	0.85	0	0	0
64	100	800	0.85	0	0	0
65	100	800	0.85	0	0	0
66	100	800	0.85	0	0	0
67	100	800	0.85	0	0	0
68	100	800	0.85	0	0	0
69	100	800	0.85	0	0	0
70	100	800	0.85	0	0	0
71	100	800	0.85	0	0	0
72	100	800	0.85	0	0	0
73	100	800	0.85	0	0	0
74	100	800	0.85	0	0	0
75	100	800	0.85	0	0	0
76	100	800	0.85	0	0	0
77	100	800	0.85	0	0	0
78	100	800	0.85	0	0	0
79	100	800	0.85	0	0	0
80	100	800	0.85	0	0	0
81	100	800	0.85	0	0	0
82	100	800	0.85	0	0	0
83	100	800	0.85	0	0	0
84	100	800	0.85	1	0	0
85	100	800	0.85	0	0	0
86	100	800	0.85	0	0	0
87	100	800	0.85	0	0	0
88	100	800	0.85	0	0	0
89	100	800	0.85	0	0	0
90	100	800	0.85	0	0	0
91	100	800	0.85	0	0	0
92	100	800	0.85	0	0	1
93	100	800	0.85	0	0	0
94	100	800	0.85	0	0	0
95	100	800	0.85	0	0	0
96	100	800	0.85	0	0	0
97	100	800	0.85	0	0	0
98	100	800	0.85	0	0	0
99	100	800	0.85	0	0	0
100	100	800	0.85	0	0	0
1	200	300	0.85	2	0	3
2	200	300	0.85	6	0	3
3	200	300	0.85	3	0	3
4	200	300	0.85	3	0	3
5	200	300	0.85	4	0	3
6	200	300	0.85	4	0	3
7	200	300	0.85	7	0	3
8	200	300	0.85	2	0	2
9	200	300	0.85	6	0	3
10	200	300	0.85	7	0	3
11	200	300	0.85	1	0	3
12	200	300	0.85	4	0	2
13	200	300	0.85	5	0	2
14	200	300	0.85	3	0	3
15	200	300	0.85	8	0	3
16	200	300	0.85	3	0	4
17	200	300	0.85	3	0	3
18	200	300	0.85	6	0	2
19	200	300	0.85	4	0	3
20	200	300	0.85	3	0	2
21	200	300	0.85	4	0	2
22	200	300	0.85	3	0	3
23	200	300	0.85	6	0	3
24	200	300	0.85	5	0	3
25	200	300	0.85	3	0	3
26	200	300	0.85	3	0	3
27	200	300	0.85	6	0	2
28	200	300	0.85	5	0	2
29	200	300	0.85	2	0	2
30	200	300	0.85	3	0	3
31	200	300	0.85	7	0	2
32	200	300	0.85	2	0	2
33	200	300	0.85	4	0	3
34	200	300	0.85	0	0	3
35	200	300	0.85	3	0	2
36	200	300	0.85	4	0	3
37	200	300	0.85	5	0	3
38	200	300	0.85	4	0	2
39	200	300	0.85	5	0	3
40	200	300	0.85	5	0	3
41	200	300	0.85	4	0	3
42	200	300	0.85	4	0	3
43	200	300	0.85	1	0	3
44	200	300	0.85	4	0	4
45	200	300	0.85	4	0	2
46	200	300	0.85	4	0	3
47	200	300	0.85	4	0	3
48	200	300	0.85	4	0	3
49	200	300	0.85	6	0	3
50	200	300	0.85	4	0	3
51	200	300	0.85	5	0	3
52	200	300	0.85	4	0	4
53	200	300	0.85	4	0	2
54	200	300	0.85	4	0	3
55	200	300	0.85	5	0	3
56	200	300	0.85	7	0	3
57	200	300	0.85	4	0	3
58	200	300	0.85	3	0	3
59	200	300	0.85	5	0	3
60	200	300	0.85	4	0	2
61	200	300	0.85	3	0	2
62	200	300	0.85	3	0	3
63	200	300	0.85	3	0	2
64	200	300	0.85	4	0	3
65	200	300	0.85	5	0	3
66	200	300	0.85	3	0	4
67	200	300	0.85	6	0	4
68	200	300	0.85	3	0	3
69	200	300	0.85	4	0	2
70	200	300	0.85	4	0	2
71	200	300	0.85	5	0	3
72	200	300	0.85	4	0	2
73	200	300	0.85	3	0	3
74	200	300	0.85	3	0	2
75	200	300	0.85	4	0	2
76	200	300	0.85	2	0	2
77	200	300	0.85	5	0	3
78	200	300	0.85	6	0	3
79	200	300	0.85	4	0	2
80	200	300	0.85	4	0	2
81	200	300	0.85	4	0	3
82	200	300	0.85	3	0	3
83	200	300	0.85	4	0	4
84	200	300	0.85	4	0	2
85	200	300	0.85	3	0	3
86	200	300	0.85	2	0	3
87	200	300	0.85	2	0	3
88	200	300	0.85	5	0	2
89	200	300	0.85	2	0	2
90	200	300	0.85	3	0	3
91	200	300	0.85	4	0	3
92	200	300	0.85	5	0	3
93	200	300	0.85	3	0	3
94	200	300	0.85	2	0	2
95	200	300	0.85	5	0	3
96	200	300	0.85	2	0	2
97	200	300	0.85	3	0	2
98	200	300	0.85	6	0	2
99	200	300	0.85	4	0	2
100	200	300	0.85	4	0	3
1	200	600	0.85	0	0	0
2	200	600	0.85	0	0	0
3	200	600	0.85	0	0	0
4	200	600	0.85	0	0	0
5	200	600	0.85	0	0	0
6	200	600	0.85	0	0	0
7	200	600	0.85	0	0	0
8	200	600	0.85	0	0	0
9	200	600	0.85	0	0	0
10	200	600	0.85	0	0	0
11	200	600	0.85	0	0	0
12	200	600	0.85	0	0	0
13	200	600	0.85	0	0	0
14	200	600	0.85	0	0	0
15	200	600	0.85	0	0	0
16	200	600	0.85	1	0	0
17	200	600	0.85	0	0	0
18	200	600	0.85	0	0	0
19	200	600	0.85	0	0	0
20	200	600	0.85	0	0	0
21	200	600	0.85	0	0	0
22	200	600	0.85	0	0	0
23	200	600	0.85	0	0	0
24	200	600	0.85	0	0	0
25	200	600	0.85	0	0	0
26	200	600	0.85	0	0	0
27	200	600	0.85	0	0	0
28	200	600	0.85	0	0	0
29	200	600	0.85	0	0	0
30	200	600	0.85	0	0	0
31	200	600	0.85	0	0	0
32	200	600	0.85	0	0	0
33	200	600	0.85	1	0	0
34	200	600	0.85	0	0	0
35	200	600	0.85	0	0	0
36	200	600	0.85	0	0	0
37	200	600	0.85	0	0	0
38	200	600	0.85	0	0	0
39	200	600	0.85	0	0	0
40	200	600	0.85	0	0	0
41	200	600	0.85	0	0	0
42	200	600	0.85	0	0	0
43	200	600	0.85	0	0	0
44	200	600	0.85	0	0	0
45	200	600	0.85	0	0	0
46	200	600	0.85	0	0	0
47	200	600	0.85	0	0	0
48	200	600	0.85	0	0	0
49	200	600	0.85	0	0	0
50	200	600	0.85	0	0	0
51	200	600	0.85	0	0	0
52	200	600	0.85	0	0	0
53	200	600	0.85	0	0	0
54	200	600	0.85	0	0	0
55	200	600	0.85	0	0	0
56	200	600	0.85	0	0	0
57	200	600	0.85	0	0	0
58	200	600	0.85	0	0	0
59	200	600	0.85	0	0	0
60	200	600	0.85	0	0	0
61	200	600	0.85	0	0	0
62	200	600	0.85	0	0	0
63	200	600	0.85	0	0	0
64	200	600	0.85	0	0	0
65	200	600	0.85	0	0	0
66	200	600	0.85	0	0	0
67	200	600	0.85	0	0	0
68	200	600	0.85	0	0	0
69	200	600	0.85	0	0	0
70	200	600	0.85	0	0	0
71	200	600	0.85	0	0	0
72	200	600	0.85	0	0	0
73	200	600	0.85	0	0	0
74	200	600	0.85	0	0	0
75	200	600	0.85	0	0	0
76	200	600	0.85	0	0	0
77	200	600	0.85	0	0	0
78	200	600	0.85	0	0	0
79	200	600	0.85	0	0	0
80	200	600	0.85	0	0	0
81	200	600	0.85	0	0	0
82	200	600	0.85	0	0	0
83	200	600	0.85	0	0	0
84	200	600	0.85	0	0	0
85	200	600	0.85	0	0	0
86	200	600	0.85	0	0	0
87	200	600	0.85	0	0	0
88	200	600	0.85	0	0	0
89	200	600	0.85	0	0	0
90	200	600	0.85	0	0	0
91	200	600	0.85	0	0	0
92	200	600	0.85	0	0	0
93	200	600	0.85	0	0	0
94	200	600	0.85	0	0	0
95	200	600	0.85	0	0	0
96	200	600	0.85	0	0	0
97	200	600	0.85	0	0	0
98	200	600	0.85	0	0	0
99	200	600	0.85	0	0	0
100	200	600	0.85	0	0	0
1	200	800	0.85	0	0	0
2	200	800	0.85	0	0	0
3	200	800	0.85	0	0	0
4	200	800	0.85	0	0	0
5	200	800	0.85	0	0	0
6	200	800	0.85	0	0	0
7	200	800	0.85	0	0	0
8	200	800	0.85	0	0	0
9	200	800	0.85	0	0	0
10	200	800	0.85	0	0	0
11	200	800	0.85	0	0	0
12	200	800	0.85	0	0	0
13	200	800	0.85	0	0	0
14	200	800	0.85	0	0	0
15	200	800	0.85	0	0	0
16	200	800	0.85	0	0	0
17	200	800	0.85	0	0	0
18	200	800	0.85	0	0	0
19	200	800	0.85	0	0	0
20	200	800	0.85	0	0	0
21	200	800	0.85	0	0	0
22	200	800	0.85	0	0	0
23	200	800	0.85	0	0	0
24	200	800	0.85	0	0	0
25	200	800	0.85	0	0	0
26	200	800	0.85	0	0	0
27	200	800	0.85	0	0	0
28	200	800	0.85	0	0	0
29	200	800	0.85	0	0	0
30	200	800	0.85	0	0	0
31	200	800	0.85	0	0	0
32	200	800	0.85	0	0	0
33	200	800	0.85	0	0	0
34	200	800	0.85	0	0	0
35	200	800	0.85	0	0	0
36	200	800	0.85	0	0	0
37	200	800	0.85	0	0	0
38	200	800	0.85	0	0	0
39	200	800	0.85	0	0	0
40	200	800	0.85	0	0	0
41	200	800	0.85	0	0	0
42	200	800	0.85	0	0	0
43	200	800	0.85	0	0	0
44	200	800	0.85	0	0	0
45	200	800	0.85	0	0	0
46	200	800	0.85	0	0	0
47	200	800	0.85	0	0	0
48	200	800	0.85	0	0	0
49	200	800	0.85	0	0	0
50	200	800	0.85	0	0	0
51	200	800	0.85	0	0	0
52	200	800	0.85	0	0	0
53	200	800	0.85	0	0	0
54	200	800	0.85	0	0	0
55	200	800	0.85	0	0	0
56	200	800	0.85	0	0	0
57	200	800	0.85	0	0	0
58	200	800	0.85	0	0	0
59	200	800	0.85	0	0	0
60	200	800	0.85	0	0	0
61	200	800	0.85	0	0	0
62	200	800	0.85	0	0	0
63	200	800	0.85	0	0	0
64	200	800	0.85	0	0	0
65	200	800	0.85	0	0	0
66	200	800	0.85	0	0	0
67	200	800	0.85	0	0	0
68	200	800	0.85	0	0	0
69	200	800	0.85	0	0	0
70	200	800	0.85	0	0	0
71	200	800	0.85	0	0	0
72	200	800	0.85	0	0	0
73	200	800	0.85	0	0	0
74	200	800	0.85	0	0	0
75	200	800	0.85	0	0	0
76	200	800	0.85	0	0	0
77	200	800	0.85	0	0	0
78	200	800	0.85	0	0	0
79	200	800	0.85	0	0	0
80	200	800	0.85	0	0	0
81	200	800	0.85	0	0	0
82	200	800	0.85	0	0	0
83	200	800	0.85	0	0	0
84	200	800	0.85	0	0	0
85	200	800	0.85	0	0	0
86	200	800	0.85	0	0	0
87	200	800	0.85	0	0	0
88	200	800	0.85	0	0	0
89	200	800	0.85	0	0	0
90	200	800	0.85	0	0	0
91	200	800	0.85	0	0	0
92	200	800	0.85	0	0	0
93	200	800	0.85	0	0	0
94	200	800	0.85	0	0	0
95	200	800	0.85	0	0	0
96	200	800	0.85	0	0	0
97	200	800	0.85	0	0	0
98	200	800	0.85	0	0	0
99	200	800	0.85	0	0	0
100	200	800	0.85	0	0	0
