N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,98.53,2.8229041568547575,100,2.11,1.650803293900129
100,600,99.92,0.46449712136629684,100,3.1,1.4668044012461758
100,800,100.0,0.0,100,3.53,1.1142329879855253
200,300,172.95,7.4214744376224075,100,5.48,2.84438131243071
200,600,171.79,6.230091524531596,100,8.39,1.1882845627290632
200,800,171.51,6.709702006058171,100,8.7,0.8348471099367221
