N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,94.64,1.7204650534085262,100,6.87,1.7846426799080803
100,600,96.93,1.6159245406924538,100,7.38,1.6316317667360556
100,800,95.53,2.091130862195928,100,7.6,1.780931546050317
200,300,164.04,4.492237974573704,100,7.59,1.5576140780570829
200,600,166.29,6.975128976759083,100,7.81,1.4120334216435473
200,800,161.32,8.157391145643945,100,6.92,1.574288359349658
