N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,97.5,1.2185435916898848,100,30.14,14.936917859836923
100,600,100.0,0.0,100,23.28,11.05000571323953
100,800,99.98,0.14070529413628904,100,28.15,10.736866536858091
200,300,175.8,3.59573259980395,100,40.84,12.262878202860117
200,600,189.06,2.7443974150470964,100,50.87,7.202209257014002
200,800,187.77,2.6009128156759647,100,49.19,8.303212229814033
