N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,4.99,1.321882648866282,100,3.93,1.4651162604263377
100,600,0.26,0.4845074558223792,100,8.99,0.1000000000000001
100,800,0.01,0.09999999999999999,100,9.13,0.3379976689896313
200,300,3.95,1.4240006242195888,100,7.38,1.522756670905723
200,600,0.02,0.1407052941362897,100,9.11,0.31446603773522036
200,800,0.0,0.0,100,9.18,0.3861229196653687
