N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,0.0,0.0,100,2.98,1.681629801079533
100,600,0.0,0.0,100,6.89,3.3117330444309303
100,800,0.0,0.0,100,9.1,4.641708149534452
200,300,0.0,0.0,100,6.27,2.8528029810144346
200,600,0.0,0.0,100,13.04,6.26505459600386
200,800,0.0,0.0,100,16.7,7.525713496829628
