N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,14.04,1.55647880249821,100,24.51,4.674225480053763
100,600,4.08,1.0510216290098244,100,37.75,8.3174090274131
100,800,1.31,0.7745314647572363,100,35.0,16.711454971746992
200,300,13.59,1.639752383376185,100,46.06,6.14442343869133
200,600,1.44,0.7009373233842889,100,38.71,15.875968116507531
200,800,0.06,0.23868325657594203,100,3.2,12.776240575080102
