N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,100.0,0.0,100,4.98,0.6353238258056784
100,600,100.0,0.0,100,10.18,1.1667099559068317
100,800,100.0,0.0,100,14.06,1.324363769490616
200,300,199.94,0.37118429085533416,100,29.34,8.252602895175228
200,600,199.94,0.27779797906341436,100,44.06,5.74512529423551
200,800,199.69,0.5064233865696224,100,53.69,3.805086972552254
