N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,6.89,0.9416834270431208,100,8.75,0.6723244767373879
100,600,0.31,0.46482319871173167,100,2.42,3.763675401154107
100,800,0.01,0.09999999999999999,100,0.09,0.9000000000000001
200,300,2.72,0.5699548094792122,100,6.63,2.6156290164155838
200,600,0.0,0.0,100,0.0,0.0
200,800,0.0,0.0,100,0.0,0.0
