N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,42.21,3.3763736448886976,100,39.96,13.426131613424996
100,600,36.67,3.6210802562525775,100,49.38,8.433674684671486
100,800,30.55,3.2423180384759096,100,50.77,6.416290819374374
200,300,44.72,4.494845532789349,100,46.19,10.73434495515034
200,600,25.41,3.3366498652439294,100,48.71,9.046786359494925
200,800,17.61,3.0080531641551542,100,48.37,8.938233617556673
