N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,100.0,0.0,100,4.98,0.6353238258056784
100,600,99.23,0.7634980634744875,100,9.02,0.7518327774528889
100,800,96.17,1.1638928063384824,100,9.43,0.607279078174013
200,300,182.38,2.7479285127366584,100,9.52,0.577000253838153
200,600,163.89,2.5579940057266244,100,9.74,0.4631905164675273
200,800,155.58,2.559119166645218,100,9.68,0.6010092521851237
