N,M,score_mean,score_std,instance_count,time_mean,time_std
100,300,2.43,0.6999999999999998,100,3.35,2.865239249974766
100,600,0.05,0.2190429135575903,100,31127.5,7176.007369538911
100,800,0.0,0.0,100,32765.53,1.1759801413844635
200,300,1.82,0.6257117159804118,100,3.19,2.6002913589663663
200,600,0.01,0.09999999999999999,100,32437.83,3275.8416176826086
200,800,0.0,0.0,100,32765.54,1.1407953985757424
